Source path,Class name,Line count,Method count,Field count,WMC,LCOM4,TCC,CBO,Maintainability index
src/main/java/org/ministry/magic/WizardRegistryApplication.java,org.ministry.magic.WizardRegistryApplication,79,5,0,5,5,0.0,30,57.747924551180596
src/main/java/org/ministry/magic/WizardRegistryConfiguration.java,org.ministry.magic.WizardRegistryConfiguration,29,4,2,4,2,0.3333333333333333,0,76.75596862126785
src/main/java/org/ministry/magic/api/CreateWizardRequest.java,org.ministry.magic.api.CreateWizardRequest,96,16,8,16,8,0.06666666666666667,0,78.54878756521178
src/main/java/org/ministry/magic/api/UpdateWizardRequest.java,org.ministry.magic.api.UpdateWizardRequest,47,8,4,8,4,0.14285714285714285,0,78.74824091550704
src/main/java/org/ministry/magic/api/WizardResponse.java,org.ministry.magic.api.WizardResponse,104,13,12,13,1,0.15384615384615385,1,69.4242484203022
src/main/java/org/ministry/magic/bundle/LoggingConfigurationFactoryFactory.java,org.ministry.magic.bundle.LoggingConfigurationFactoryFactory,14,1,2,1,1,1.0,3,62.56336243557568
src/main/java/org/ministry/magic/core/Wizard.java,org.ministry.magic.core.Wizard,119,26,12,26,12,0.04923076923076923,0,80.96069463581792
src/main/java/org/ministry/magic/db/WizardDAO.java,org.ministry.magic.db.WizardDAO,143,11,2,14,1,1.0,14,59.5729005934848
src/main/java/org/ministry/magic/db/WizardMapper.java,org.ministry.magic.db.WizardMapper,27,1,0,3,1,1.0,8,48.311182702241055
src/main/java/org/ministry/magic/filter/AuditLogFilter.java,org.ministry.magic.filter.AuditLogFilter,35,3,1,3,1,1.0,6,63.727354204824756
src/main/java/org/ministry/magic/health/DatabaseHealthCheck.java,org.ministry.magic.health.DatabaseHealthCheck,21,2,1,3,1,1.0,5,64.61781891317224
src/main/java/org/ministry/magic/health/WizardRegistryHealthCheck.java,org.ministry.magic.health.WizardRegistryHealthCheck,18,2,1,3,1,1.0,2,67.96623080282816
src/main/java/org/ministry/magic/managed/WizardRegistryManaged.java,org.ministry.magic.managed.WizardRegistryManaged,68,5,2,6,1,0.8,7,57.94733863335794
src/main/java/org/ministry/magic/resources/WizardImportResource.java,org.ministry.magic.resources.WizardImportResource,59,3,1,11,1,0.3333333333333333,19,53.107856384354534
src/main/java/org/ministry/magic/resources/WizardReportResource.java,org.ministry.magic.resources.WizardReportResource,21,1,1,3,1,1.0,5,54.351972671256306
src/main/java/org/ministry/magic/resources/WizardResource.java,org.ministry.magic.resources.WizardResource,80,7,1,14,1,1.0,14,62.78971351367093
src/main/java/org/ministry/magic/service/WizardAuthService.java,org.ministry.magic.service.WizardAuthService,35,4,3,6,3,0.0,6,66.76773689782739
src/main/java/org/ministry/magic/service/WizardService.java,org.ministry.magic.service.WizardService,152,15,2,31,4,0.6285714285714286,14,63.403860569816004
src/main/java/org/ministry/magic/servlet/MinistryStatusServlet.java,org.ministry.magic.servlet.MinistryStatusServlet,28,2,1,2,1,1.0,3,60.08141500837303
src/test/java/org/ministry/magic/WizardRegistryApplicationIT.java,org.ministry.magic.WizardRegistryApplicationIT,187,13,2,13,1,0.5897435897435898,27,57.685314705389374
src/test/java/org/ministry/magic/WizardRegistryConfigurationTest.java,org.ministry.magic.WizardRegistryConfigurationTest,36,3,2,3,3,0.0,12,61.071671783635
src/test/java/org/ministry/magic/service/WizardServiceTest.java,org.ministry.magic.service.WizardServiceTest,126,10,2,10,1,0.8,19,59.35270131622701
